"pathway","lfc","se","W","p_val","q_val","diff"
"PWY-5989: stearate biosynthesis II (bacteria and plants)",0.299038204450875,0.140402898769198,2.12985776698565,0.070685042848069,0.186720973945537,FALSE
"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II",0.187542716793626,0.0881148513505523,2.12838941357926,0.0708384725896469,0.186720973945537,FALSE
"PWY-6703: preQ0 biosynthesis",0.350667546149847,0.167869329875587,2.08893158988445,0.0750883855648994,0.196853335129601,FALSE
"PWY0-1061: superpathway of L-alanine biosynthesis",0.835232977293905,0.405475510884561,2.05988513454687,0.0783783838175116,0.204373742749963,FALSE
"PWY-5659: GDP-mannose biosynthesis",0.226109167969661,0.110425134117484,2.0476241190624,0.0798097723394008,0.206993259810745,FALSE
"ECASYN-PWY: enterobacterial common antigen biosynthesis",-0.524833771671018,0.203356224099449,-2.58085914997298,0.0817188793236214,0.210817321659342,FALSE
"PWY-6396: superpathway of 2,3-butanediol biosynthesis",-0.44430389553397,0.205677760476645,-2.16019415275781,0.0831665827409532,0.213416892218848,FALSE
"PWY-5005: biotin biosynthesis II",0.456192881508144,0.221432789678208,2.06018666960343,0.0850344768829561,0.217061690990704,FALSE
"PWY-6165: chorismate biosynthesis II (archaea)",0.97027154164127,0.486859710391204,1.99291812596617,0.0865181816361245,0.219601105796276,FALSE
"PWY-6270: isoprene biosynthesis I",0.180197179501226,0.0905668345182626,1.98965968568648,0.0869348707482163,0.219601105796276,FALSE
"PWY-6160: 3-dehydroquinate biosynthesis II (archaea)",0.97516023963155,0.497167463985724,1.96143213357894,0.0906282549982498,0.227744578622545,FALSE
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",0.21753348819445,0.112036910413073,1.94162341135986,0.0933116683915146,0.233279170978787,FALSE
"DAPLYSINESYN-PWY: L-lysine biosynthesis I",0.424893257832217,0.220098754495895,1.93046643451197,0.0948571707863576,0.234723101180528,FALSE
"PWY-7456: &beta;-(1,4)-mannan degradation",0.225754135892076,0.116883232030063,1.93145014876051,0.0947199025563821,0.234723101180528,FALSE
"PWY-6124: inosine-5-phosphate biosynthesis II",0.210575897498804,0.111145941339507,1.89458917672555,0.0999984457455624,0.246189066937045,FALSE
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.53115873905374,0.283229692624003,1.87536389328668,0.102864152614657,0.25196522231368,FALSE
"FAO-PWY: fatty acid &beta;-oxidation I (generic)",-0.250652282789752,0.133925498784321,-1.87157998338623,0.10343750369216,0.252096428596469,FALSE
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0.249290218885014,0.13420936207735,1.85747264591972,0.105602547580615,0.256086177882991,FALSE
"PWY-5381: NAD salvage (plants)",0.234054149709348,0.126461625066396,1.8507918871552,0.106643098869912,0.257281522508418,FALSE
"PWY-7560: methylerythritol phosphate pathway II",0.167781351538123,0.0908143964424785,1.8475193153367,0.107156427931341,0.257281522508418,FALSE
"PWY66-430: myristate biosynthesis (mitochondria)",0.274393345319834,0.148962849234708,1.84202535551328,0.108023578260089,0.258085888946518,FALSE
"PWY-6210: 2-aminophenol degradation",-0.608611888968417,0.3018452672843,-2.01630422913069,0.113976746287358,0.267408408056441,FALSE
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)",0.367591899903628,0.202981203809802,1.81096521748915,0.113054903894302,0.267408408056441,FALSE
"PWY-6731: starch degradation III",0.582206818554884,0.322274987040015,1.80655291899087,0.113787702691214,0.267408408056441,FALSE
"THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I",0.240925446169161,0.133514041251166,1.8044951969953,0.114131011273574,0.267408408056441,FALSE
"PWY-7031: protein N-glycosylation (bacterial)",-0.477095043202561,0.260177710576614,-1.8337275785278,0.11638541913853,0.27137946289513,FALSE
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",0.359326274563563,0.197045490351105,1.8235701508484,0.118035039515891,0.272604734120034,FALSE
"PWY-6906: chitin derivatives degradation",0.375475030923161,0.210650585178241,1.78245425050898,0.117871263939324,0.272604734120034,FALSE
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",0.255046232308744,0.143844384526864,1.773070482714,0.119499072187939,0.274677962138153,FALSE
"PWY-7841: neolacto-series glycosphingolipids biosynthesis",-0.285382717569852,0.152524009062692,-1.87106750814917,0.120248491747172,0.275096785364993,FALSE
"THREOCAT-PWY: superpathway of L-threonine metabolism",0.294250100900324,0.165103677473334,1.78221409361308,0.124992963977551,0.284608392155456,FALSE
"PWY-7356: thiamine diphosphate salvage IV (yeast)",0.492649921716785,0.286298220611853,1.72075788897302,0.128974527093125,0.29230208243068,FALSE
"P162-PWY: L-glutamate degradation V (via hydroxyglutarate)",0.42850680042796,0.250005270338805,1.71399106845728,0.130251189263246,0.293822450198485,FALSE
"LYSINE-DEG1-PWY: L-lysine degradation XI (mammalian)",-0.294233540654091,0.173754612831349,-1.6933854926757,0.134212885266001,0.301357635898198,FALSE
"COA-PWY: coenzyme A biosynthesis I (prokaryotic)",0.21819415414524,0.129513164101902,1.68472568528681,0.135911620574702,0.30376560358862,FALSE
"PWY-6328: L-lysine degradation X",0.552163404860109,0.322237184342427,1.71353100042405,0.137447278320712,0.305788669658464,FALSE
"PWY66-398: TCA cycle III (animals)",0.249543504620527,0.14972321895867,1.66669876827463,0.139513090369045,0.30896734625108,FALSE
"PWY-7999: vitamin K-epoxide cycle",-0.308670876399037,0.186687445039441,-1.65340993516636,0.142225259680803,0.31354204975086,FALSE
"PWY-5067: glycogen biosynthesis II (from UDP-D-Glucose)",2.44567819314969,1.41017802342533,1.73430457185053,0.143393673611235,0.314687473762212,FALSE
"TCA: TCA cycle I (prokaryotic)",0.202257046497399,0.1236913588443,1.6351752328309,0.146027430936909,0.319023891911716,FALSE
"PWY-6531: mannitol cycle",0.349563066068356,0.215156537748444,1.6246918161374,0.148256210011888,0.322440636124509,FALSE
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)",0.458027745668334,0.269660702081956,1.69853353540972,0.150160399852701,0.325124080038215,FALSE
"DARABCATK12-PWY: D-arabinose degradation I",0.56543427775678,0.3353812444367,1.68594483781129,0.152617271337135,0.328061886108923,FALSE
"PWY-7835: superpathway of glycosphingolipids biosynthesis",-0.270632160185586,0.160644874229438,-1.68466103561488,0.152870074764158,0.328061886108923,FALSE
"PWY-4661: 1D-myo-inositol hexakisphosphate biosynthesis III (Spirodela polyrrhiza)",0.268542076993635,0.15455311569928,1.73753907049113,0.15728984827955,0.336059807998157,FALSE
"P164-PWY: purine nucleobases degradation I (anaerobic)",0.296963582124189,0.192116180438214,1.54574998028183,0.166083270386376,0.353291167269265,FALSE
"PWY-7858: (5Z)-dodecenoate biosynthesis II",0.490725324821121,0.272503873847018,1.8008012799723,0.169543845122095,0.359077575913607,FALSE
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I",0.154714252240043,0.102359108118693,1.51148495804243,0.174419762073789,0.366205993964449,FALSE
"PWY1G-0: mycothiol biosynthesis",0.378891859218573,0.250309977290686,1.51369059803223,0.17387182109478,0.366205993964449,FALSE
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.464430050378441,0.303570796930874,1.52989040801641,0.176916308106451,0.36984659237771,FALSE
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.490803830442001,0.321856667955194,1.52491428423762,0.178122870008694,0.370770780919385,FALSE
"PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)",0.404930809956791,0.232783139492217,1.73951949801901,0.180323447127899,0.371587238386632,FALSE
"PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)",0.404930809956791,0.232783139492217,1.73951949801901,0.180323447127899,0.371587238386632,FALSE
"PWY-801: homocysteine and cysteine interconversion",-0.557577458978025,0.368298004860275,-1.5139301642146,0.180813584039681,0.371587238386632,FALSE
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)",-0.544733325708854,0.363470868687497,-1.4986987201365,0.184607772884301,0.377783839024835,FALSE
"PWY-6606: guanosine nucleotides degradation II",0.228120578456789,0.156425758789249,1.45833128905665,0.188109096722018,0.38333156264781,FALSE
"PWY-5367: petroselinate biosynthesis",0.332038053125241,0.230393779045481,1.44117629608261,0.19273038883954,0.386257184244532,FALSE
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",-0.440997354308648,0.304297141532005,-1.44923265492543,0.190547546486559,0.386257184244532,FALSE
"PWY-7254: TCA cycle VII (acetate-producers)",0.171561206538405,0.118760781742498,1.44459478980519,0.191801427091537,0.386257184244532,FALSE
"PWY-8181: 2-methyl-branched fatty acid &beta;-oxidation",-0.309712554250262,0.197522782108059,-1.56798396086192,0.191958206548802,0.386257184244532,FALSE
"PWY-6936: seleno-amino acid biosynthesis (plants)",0.475708276201883,0.334987686016648,1.42007690449326,0.198554006536905,0.396290918396703,FALSE
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)",0.236148089669927,0.168828191111658,1.39874797043668,0.204600448473134,0.406685317661762,FALSE
"PWY-101: photosynthesis light reactions",0.365132511147381,0.228384278435897,1.59876377501995,0.208169521340135,0.4120906851019,FALSE
"PWY-7731: superpathway of photosynthetic hydrogen production",0.359859289599507,0.225812158205199,1.59362229412155,0.209274704346487,0.412594437431082,FALSE
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I",-0.37031558753345,0.26882970513453,-1.37750992714192,0.210783361719617,0.413886358032447,FALSE
"CITRULBIO-PWY: L-citrulline biosynthesis",-0.396499368217549,0.290866103335043,-1.36316801329314,0.215051682093321,0.419424906465602,FALSE
"PWY-7391: isoprene biosynthesis II (engineered)",0.395959035595983,0.279195940428087,1.41821200906025,0.215333611773062,0.419424906465602,FALSE
"FUCCAT-PWY: fucose degradation",0.324022813242258,0.239662833868787,1.35199441653793,0.218429721372755,0.422065397871657,FALSE
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)",0.394652434536891,0.253912021862387,1.55428810200559,0.21794948834342,0.422065397871657,FALSE
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis",0.286489360052909,0.212990046651903,1.34508332457962,0.220542386304678,0.42277888283703,FALSE
"PWY-5838: superpathway of menaquinol-8 biosynthesis I",-0.350688227036791,0.260354208668782,-1.34696584637482,0.219965143800485,0.42277888283703,FALSE
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0.174327103607088,0.130300772105209,1.33788235319382,0.222762719699554,0.425354012024739,FALSE
"PWY-8051: anandamide biosynthesis I",0.625669322111514,0.468760729591714,1.3347306687923,0.223740649476816,0.425545941161788,FALSE
"PWY-6749: CMP-legionaminate biosynthesis I",0.309631705477841,0.232711112405736,1.3305411257628,0.225046429079713,0.426357492592425,FALSE
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)",0.237419908062566,0.180042548721728,1.31868777546312,0.228776961160721,0.426757023703653,FALSE
"PWY-6992: 1,5-anhydrofructose degradation",0.175459193661624,0.132823204033106,1.32099805104755,0.228045659050044,0.426757023703653,FALSE
"PWY-8073: lipid IVA biosynthesis (P. putida)",0.237419908062566,0.180042548721728,1.31868777546312,0.228776961160721,0.426757023703653,FALSE
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",0.171688327849937,0.129570156980572,1.32506073814266,0.226764585928732,0.426757023703653,FALSE
"ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast",-0.575953312494868,0.433272465904633,-1.32930974806426,0.23205427361072,0.429664984335284,FALSE
"PWY3DJ-12: ceramide de novo biosynthesis",-0.256420599435955,0.196003313138651,-1.30824625017724,0.232107682259473,0.429664984335284,FALSE
"PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)",-0.477290638655354,0.366809249291053,-1.30119575658965,0.234380465246052,0.432222530967053,FALSE
"PWY-7316: dTDP-N-acetylviosamine biosynthesis",0.318499511917434,0.246444416409412,1.2923786895148,0.237249845374655,0.435856723510256,FALSE
"RUMP-PWY: formaldehyde oxidation I",-0.498049994300229,0.382366137305416,-1.30254733803064,0.240488320004478,0.440139000762913,FALSE
"PWY-6857: retinol biosynthesis",0.284636559898906,0.223491479685774,1.27359020710365,0.243465680650151,0.443912989155351,FALSE
"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis",0.148235030064151,0.11733384924217,1.26336117856495,0.246908324990267,0.448503886218275,FALSE
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",0.245517916928439,0.195862582717001,1.25352128784692,0.250259306005307,0.452894639599156,FALSE
"PWY-7185: UTP and CTP dephosphorylation I",0.183071129714229,0.147075747090691,1.24474043705753,0.25328238368829,0.45666154679859,FALSE
"NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)",0.163860620457375,0.133166932523053,1.23049031281853,0.258254645576512,0.463901863350401,FALSE
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)",0.161988674744873,0.132971270316594,1.21822311209925,0.262601141378935,0.468616467153777,FALSE
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",0.267398197581552,0.21979144073757,1.2165996850661,0.263180963043322,0.468616467153777,FALSE
"PWY-6352: 3-phosphoinositide biosynthesis",0.360637433895376,0.296862885427524,1.21482829817546,0.263814863625085,0.468616467153777,FALSE
"PWY-6861: the visual cycle I (vertebrates)",0.27351854505853,0.225631066141493,1.21223796765205,0.264744148453886,0.468616467153777,FALSE
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis",0.266843199492543,0.221390808528586,1.20530387537786,0.267245360847353,0.471151521161164,FALSE
"PWY-5109: propanoate fermentation to 2-methylbutanoate",-0.332793024050802,0.273322740353374,-1.21758264102189,0.269090662601324,0.471151521161164,FALSE
"PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage",0.136993799536182,0.113918821581282,1.20255632593984,0.268241925694147,0.471151521161164,FALSE
"ILEUDEG-PWY: L-isoleucine degradation I",-0.330404822163677,0.27243983921896,-1.212762506067,0.270798871544873,0.472436880213177,FALSE
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA",0.156375913522132,0.131507121428935,1.18910604857728,0.273165651120652,0.47485785230651,FALSE
"NADSYN-PWY: NAD de novo biosynthesis II (from tryptophan)",0.322876931555624,0.258156043613597,1.25070452365198,0.279208032003159,0.481907101500114,FALSE
"PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)",-0.211465906272475,0.180085166839035,-1.17425499270292,0.278689821426796,0.481907101500114,FALSE
"PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde",0.322970662105974,0.260206924117215,1.2412070247619,0.282345786088766,0.485594703025005,FALSE
"P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)",-0.531561743555042,0.458724415274576,-1.15878232301385,0.284543877369518,0.486405500236695,FALSE
"PWY0-1337: oleate &beta;-oxidation",-0.298551360715951,0.241981117460337,-1.23377957689152,0.284823014571591,0.486405500236695,FALSE
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I",0.259874860593623,0.227310526187426,1.14325924519372,0.29051901794476,0.494392012993714,FALSE
"PWY-5897: superpathway of menaquinol-11 biosynthesis",-0.31511760887018,0.280583717349765,-1.12307874400768,0.298440996279131,0.498691431539272,FALSE
"PWY-5898: superpathway of menaquinol-12 biosynthesis",-0.31511760887018,0.280583717349765,-1.12307874400768,0.298440996279131,0.498691431539272,FALSE
"PWY-5899: superpathway of menaquinol-13 biosynthesis",-0.31511760887018,0.280583717349765,-1.12307874400768,0.298440996279131,0.498691431539272,FALSE
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)",-0.257061720584469,0.225642588840986,-1.13924291466813,0.298032798287408,0.498691431539272,FALSE
"PWY-7431: aromatic biogenic amine degradation (bacteria)",-0.259951346339384,0.226876085345379,-1.14578557693136,0.295518199455954,0.498691431539272,FALSE
"PYRIDOXSYN-PWY: pyridoxal 5-phosphate biosynthesis I",-0.136526999182286,0.121776131195582,-1.12113102823913,0.299214858923563,0.498691431539272,FALSE
"PWY-6342: noradrenaline and adrenaline degradation",-0.149591611228816,0.131999508739162,-1.13327399971174,0.300342620617839,0.498856749998808,FALSE
"PWY-5871: ubiquinol-9 biosynthesis (late decarboxylation)",-0.242176738500361,0.219044787532548,-1.10560374993802,0.305442863918407,0.500472260136578,FALSE
"PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)",-0.242176738500361,0.219044787532548,-1.10560374993802,0.305442863918407,0.500472260136578,FALSE
"PWY-8142: L-ascorbate biosynthesis VI (plants, myo-inositol pathway)",-0.289934763298183,0.246235964412926,-1.17746716646142,0.304284100910517,0.500472260136578,FALSE
"PWY3O-19: ubiquinol-6 biosynthesis (late decarboxylation)",-0.242176738500361,0.219044787532548,-1.10560374993802,0.305442863918407,0.500472260136578,FALSE
"PWY-8053: anandamide biosynthesis II",0.482821247605325,0.439093908179514,1.09958539303609,0.307885001177234,0.500576388877204,FALSE
"PWY66-388: ceramide degradation by &alpha;-oxidation",0.27122385364935,0.243346740667307,1.11455716606517,0.307683460075258,0.500576388877204,FALSE
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)",-0.104293031150766,0.0949997806869828,-1.09782391492465,0.308602763452132,0.500576388877204,FALSE
"PWY-3502: superpathway of NAD biosynthesis in eukaryotes",0.261894429464314,0.226131788231299,1.15814955302275,0.311242237755106,0.501661127701635,FALSE
"PWY-5004: superpathway of L-citrulline metabolism",-0.203471555632622,0.186810488082129,-1.08918700294369,0.312141731507351,0.501661127701635,FALSE
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I",0.13427424986546,0.123343367584032,1.08862156511156,0.312374557867822,0.501661127701635,FALSE
"PWY-5896: superpathway of menaquinol-10 biosynthesis",-0.199023566052785,0.183892615731967,-1.08228144594382,0.314994785434098,0.504199574044678,FALSE
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I",0.115212001938431,0.106758343279895,1.07918499293655,0.316280895781546,0.504592876493584,FALSE
"PWY-7204: pyridoxal 5-phosphate salvage II (plants)",-0.120187485690978,0.112773884751973,-1.06573863226676,0.321914829364675,0.51189735161268,FALSE
"CRNFORCAT-PWY: creatinine degradation I",0.216051147664411,0.202292592609298,1.0680131431292,0.326589283009067,0.516059856516539,FALSE
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.143411066498813,0.13599171677979,1.05455736492419,0.326660568970263,0.516059856516539,FALSE
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",-0.368039336664729,0.352221899237115,-1.04490759223624,0.330800901307574,0.519218243152665,FALSE
"PWY0-1479: tRNA processing",0.158873772857544,0.152009184964661,1.04515903361023,0.33069249209931,0.519218243152665,FALSE
"PWY-5130: 2-oxobutanoate degradation I",0.205731654612501,0.199115838491022,1.0332259662095,0.335868533295099,0.522103329000394,FALSE
"PWY-5840: superpathway of menaquinol-7 biosynthesis",-0.268543745588472,0.259693735899073,-1.03407864136099,0.335496570771871,0.522103329000394,FALSE
"PWY-7277: sphingolipid biosynthesis (mammals)",-0.204684188506487,0.197693438802345,-1.03536156660784,0.334937532584649,0.522103329000394,FALSE
"P124-PWY: Bifidobacterium shunt",0.557637170820802,0.541806316637181,1.02921865932069,0.337620996575287,0.523150745492058,FALSE
"PWY66-389: phytol degradation",-0.169665197922713,0.166297141954057,-1.02025324024863,0.341567774386491,0.527580798017351,FALSE
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",0.249866294329549,0.247175719191444,1.01088527282092,0.345730311952178,0.530630383850652,FALSE
"PWY-8182: valproate &beta;-oxidation",-0.116163699320509,0.114659856043184,-1.01311569130837,0.344735675078293,0.530630383850652,FALSE
"PWY-7783: plasmalogen degradation",-0.681570647080417,0.685643446015952,-0.994059887891878,0.35330569829495,0.540546573101106,FALSE
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.264311548807615,0.267371701602821,0.988554687063512,0.35581209290545,0.54142424436683,FALSE
"PWY-7196: superpathway of pyrimidine ribonucleosides salvage",0.119038107281568,0.120794809745425,0.985457136216702,0.35722836741729,0.54142424436683,FALSE
"PWY-7230: ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)",-0.232392145853246,0.223159941121901,-1.04137034937781,0.356504922789162,0.54142424436683,FALSE
"PWY-7235: superpathway of ubiquinol-6 biosynthesis (late decarboxylation)",-0.213862207740012,0.217630551324567,-0.982684675650454,0.358499688100241,0.541658407254259,FALSE
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II",0.144864064662363,0.148623850233199,0.974702676825173,0.362179317147442,0.543829624818915,FALSE
"PWY-8055: palmitoyl ethanolamide biosynthesis",0.363580000790474,0.372905909104112,0.974991256276838,0.362045781024085,0.543829624818915,FALSE
"PWY-7546: diphthamide biosynthesis II (eukaryotes)",0.206291905451394,0.211610789129192,0.974864780289864,0.367276445114276,0.54978109839637,FALSE
"PWY-7279: aerobic respiration II (cytochrome c) (yeast)",-0.197698935267119,0.206727573892827,-0.956325910203016,0.370760850375745,0.551592062675572,FALSE
"PWY66-378: androgen biosynthesis",-0.232545053483002,0.236436582979072,-0.983540916354662,0.370508541964879,0.551592062675572,FALSE
"PWY-7942: 5-oxo-L-proline metabolism",0.163759332909804,0.172841851497963,0.947451855500017,0.374959870931466,0.55613314190141,FALSE
"PWY-8134: bile acid 7&beta;-dehydroxylation",0.150278228066573,0.15539206877112,0.967090722551106,0.377915223286312,0.558807571017869,FALSE
"PWY-6892: thiazole component of thiamine diphosphate biosynthesis I",0.086883766553597,0.0941618951184695,0.922706222557272,0.386858835209847,0.570293419686249,FALSE
"GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway",-0.134754379918603,0.147209683426947,-0.915390732332325,0.390430103204035,0.573370697894485,FALSE
"PWY-6700: queuosine biosynthesis I (de novo)",0.265991511425232,0.291148323746292,0.913594514310235,0.39131072371768,0.573370697894485,FALSE
"PWY-6583: pyruvate fermentation to butanol I",0.104022902821982,0.115529536638222,0.900400935110883,0.397824331089173,0.581159037886292,FALSE
"PWY-7234: inosine-5-phosphate biosynthesis III",0.209367639410505,0.236657735253907,0.884685384088026,0.405687082080064,0.59086556999649,FALSE
"KETOGLUCONMET-PWY: ketogluconate metabolism",0.0950867093325333,0.108755049021325,0.87431995285008,0.410935019173494,0.596179190208299,FALSE
"P122-PWY: heterolactic fermentation",0.411030281328616,0.471156607656788,0.872385688004677,0.411919773425844,0.596179190208299,FALSE
"P3-PWY: gallate degradation III (anaerobic)",-0.16874985694401,0.177986925105483,-0.948102546543804,0.413023109092759,0.596179190208299,FALSE
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)",0.131921954223439,0.152745488984523,0.863671687461787,0.416377418524951,0.599237531111576,FALSE
"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis",0.159015567358836,0.187607232889472,0.847598277047874,0.424691009394116,0.609393904012266,FALSE
"PWY-5030: L-histidine degradation III",0.179142334180679,0.214791596659754,0.834028597796844,0.431801646038517,0.617769316603778,FALSE
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis",0.0838354587956195,0.101641998285058,0.824811202161729,0.436679647826923,0.621083956586679,FALSE
"PWY-7385: 1,3-propanediol biosynthesis (engineered)",-0.13386671562268,0.162089491595577,-0.825881519553937,0.436111226591787,0.621083956586679,FALSE
"PWY-3661: glycine betaine degradation I",0.185237510018828,0.225247190054366,0.822374343378571,0.437975758661229,0.621105973540047,FALSE
"PWY-7723: bacterial bioluminescence",-0.223619848819449,0.277840103913691,-0.804850868069482,0.45161142182022,0.638575917151039,FALSE
"PWY-5104: L-isoleucine biosynthesis IV",0.167282734629319,0.210555100121773,0.794484363155164,0.45300253363693,0.638680897714857,FALSE
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",-0.285242222370775,0.361477996546745,-0.78909982100083,0.455944392331008,0.640965305160983,FALSE
"LIPASYN-PWY: phospholipases",0.13921939602027,0.177052550249776,0.786316807207057,0.457470054095039,0.641251376404896,FALSE
"PWY-7897: flavonoid di-C-glucosylation",-0.176196826389273,0.22593857625278,-0.779843926218884,0.461032090565774,0.642530356104598,FALSE
"PWY-8004: Entner-Doudoroff pathway I",-0.1421221161491,0.181705818777939,-0.782155008050599,0.459758121125676,0.642530356104598,FALSE
"PWY-8125: mevalonate pathway IV (archaea)",0.192190648874163,0.247926200747443,0.775192973936401,0.463603222734253,0.644262358241011,FALSE
"PWY66-374: C20 prostanoid biosynthesis",0.17378903598045,0.225713572119907,0.769953859434414,0.466511208744381,0.646451246402928,FALSE
"HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)",-0.221673546014839,0.295213922558313,-0.750891232004995,0.481119448404481,0.664794679419298,FALSE
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",0.0643031824182795,0.087655846666254,0.733586918201945,0.487037072306601,0.671059602467902,FALSE
"GLUDEG-I-PWY: GABA shunt",-0.365980363199811,0.501292982251325,-0.7300727840956,0.48905184442906,0.671926755093751,FALSE
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.0926318657395548,0.127645405093884,0.725696829207627,0.491568411130194,0.673476495474983,FALSE
"PWY-7269: mitochondrial NADPH production (yeast)",-0.114632684061884,0.158951070697902,-0.721182207572241,0.494173640778025,0.675138635992512,FALSE
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)",0.102308094455859,0.145879877485164,0.701317386740085,0.505744078982977,0.689005276142539,FALSE
"PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis",0.216908018361025,0.301489941664139,0.719453581647714,0.511653840735657,0.695103957301943,FALSE
"PWY-5920: superpathway of heme b biosynthesis from glycine",0.0991238013602899,0.150396268928966,0.659084178525116,0.530917166895653,0.719259290347463,FALSE
"PWY-6344: L-arginine degradation XIV (oxidative Stickland reaction)",0.230274374927722,0.340248167885285,0.676783585225239,0.535661258604531,0.72366493154094,FALSE
"PWY-7003: glycerol degradation to butanol",-0.0863340422135135,0.135822782525135,-0.635637413756687,0.545224286902151,0.734538275409842,FALSE
"PWY-6368: 3-phosphoinositide degradation",0.174727385461168,0.284266981152912,0.614659447089212,0.55822192043253,0.749965737977222,FALSE
"PWY-7392: taxadiene biosynthesis (engineered)",0.0578666162392254,0.0945610169339519,0.611950020373021,0.559914048932427,0.750161087658086,FALSE
"PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation)",0.228065462284641,0.388170417845209,0.587539523363645,0.575295768500916,0.764434103350532,FALSE
"PWY-7379: mRNA capping II",-0.109257383722345,0.184543860984675,-0.592040196511433,0.572441407584528,0.764434103350532,FALSE
"PWY-7833: biosynthesis of Lewis epitopes (H. pylori)",-0.146550955592871,0.249375940347844,-0.587670788883857,0.575212402201203,0.764434103350532,FALSE
"PWY66-367: ketogenesis",-0.169632411176306,0.29429708018067,-0.576398553027329,0.582396796950728,0.77175531836367,FALSE
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II",0.0637629021400097,0.111262941280252,0.573083017636592,0.584519715846889,0.772457935111011,FALSE
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II",-0.177995209047781,0.301168984456957,-0.591014407970088,0.586290942614007,0.772693225999439,FALSE
"PWY-5156: superpathway of fatty acid biosynthesis II (plant)",0.136368304222616,0.241587825011369,0.564466790560323,0.592895336333613,0.779279778107865,FALSE
