"Species","KO","Correlation","FDR","Abs_Correlation","Species_short"
"Muribaculum gordoncarteri","K02956",0.683333333333333,0.244859262040802,0.683333333333333,"Muribaculum gordoncarteri"
"Halomonas sp. N3-2A","K03088",-0.683333333333333,0.244859262040802,0.683333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K03088",-0.683333333333333,0.244859262040802,0.683333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K03088",-0.683333333333333,0.244859262040802,0.683333333333333,"Exiguobacterium sp. N4-1P"
"Muribaculum gordoncarteri","K02884",0.683333333333333,0.244859262040802,0.683333333333333,"Muribaculum gordoncarteri"
"Ihubacter sp. rT4E-8","K02884",-0.683333333333333,0.244859262040802,0.683333333333333,"Ihubacter sp. rT4E-8"
"Acutalibacter muris","K02867",0.683333333333333,0.244859262040802,0.683333333333333,"Acutalibacter muris"
"[Clostridium] scindens","K07484",-0.683333333333333,0.244859262040802,0.683333333333333,"[Clostridium] scindens"
"Mucispirillum schaedleri","K02988",0.683333333333333,0.244859262040802,0.683333333333333,"Mucispirillum schaedleri"
"Muribaculum gordoncarteri","K20490",-0.683333333333333,0.244859262040802,0.683333333333333,"Muribaculum gordoncarteri"
"Flavonifractor plautii","K01689",-0.683333333333333,0.244859262040802,0.683333333333333,"Flavonifractor plautii"
"Klebsiella pneumoniae","K02518",-0.666666666666667,0.264313942944621,0.666666666666667,"Klebsiella pneumoniae"
"Staphylococcus aureus","K02003",-0.666666666666667,0.264313942944621,0.666666666666667,"Staphylococcus aureus"
"Eisenbergiella porci","K02961",0.666666666666667,0.264313942944621,0.666666666666667,"Eisenbergiella porci"
"[Clostridium] innocuum","K02954",0.666666666666667,0.264313942944621,0.666666666666667,"[Clostridium] innocuum"
"Bacteroides faecium","K02948",0.666666666666667,0.264313942944621,0.666666666666667,"Bacteroides faecium"
"Duncaniella dubosii","K02963",0.666666666666667,0.264313942944621,0.666666666666667,"Duncaniella dubosii"
"Paramuribaculum intestinale","K02963",0.666666666666667,0.264313942944621,0.666666666666667,"Paramuribaculum intestinale"
"Duncaniella dubosii","K02899",-0.666666666666667,0.264313942944621,0.666666666666667,"Duncaniella dubosii"
"Muribaculum gordoncarteri","K03704",-0.666666666666667,0.264313942944621,0.666666666666667,"Muribaculum gordoncarteri"
"Eisenbergiella porci","K03169",0.666666666666667,0.264313942944621,0.666666666666667,"Eisenbergiella porci"
"Bacteroides faecium","K02956",0.666666666666667,0.264313942944621,0.666666666666667,"Bacteroides faecium"
"Ihubacter sp. rT4E-8","K02956",-0.666666666666667,0.264313942944621,0.666666666666667,"Ihubacter sp. rT4E-8"
"Blautia producta","K02358",0.666666666666667,0.264313942944621,0.666666666666667,"Blautia producta"
"Mediterraneibacter gnavus","K02358",0.666666666666667,0.264313942944621,0.666666666666667,"Mediterraneibacter gnavus"
"Enterocloster clostridioformis","K02909",0.666666666666667,0.264313942944621,0.666666666666667,"Enterocloster clostridioformis"
"[Clostridium] innocuum","K02909",0.666666666666667,0.264313942944621,0.666666666666667,"[Clostridium] innocuum"
"Eisenbergiella porci","K02884",-0.666666666666667,0.264313942944621,0.666666666666667,"Eisenbergiella porci"
"Mucispirillum schaedleri","K13625",-0.666666666666667,0.264313942944621,0.666666666666667,"Mucispirillum schaedleri"
"Paramuribaculum intestinale","K07484",0.666666666666667,0.264313942944621,0.666666666666667,"Paramuribaculum intestinale"
"Mucispirillum schaedleri","K01154",0.666666666666667,0.264313942944621,0.666666666666667,"Mucispirillum schaedleri"
"Ihubacter sp. rT4E-8","K20490",0.666666666666667,0.264313942944621,0.666666666666667,"Ihubacter sp. rT4E-8"
"Flavonifractor plautii","K03205",0.666666666666667,0.264313942944621,0.666666666666667,"Flavonifractor plautii"
"Ihubacter sp. rT4E-8","K01689",-0.666666666666667,0.264313942944621,0.666666666666667,"Ihubacter sp. rT4E-8"
"Xanthomonas euvesicatoria","K02874",-0.65,0.294289145357172,0.65,"Xanthomonas euvesicatoria"
"Paramuribaculum intestinale","K02913",0.65,0.294289145357172,0.65,"Paramuribaculum intestinale"
"Staphylococcus aureus","K02914",-0.65,0.294289145357172,0.65,"Staphylococcus aureus"
"Enterocloster bolteae","K02004",0.65,0.294289145357172,0.65,"Enterocloster bolteae"
"Staphylococcus aureus","K03088",-0.65,0.294289145357172,0.65,"Staphylococcus aureus"
"Klebsiella pneumoniae","K02863",-0.65,0.294289145357172,0.65,"Klebsiella pneumoniae"
"Flavonifractor plautii","K10523",-0.65,0.294289145357172,0.65,"Flavonifractor plautii"
"Faecalibaculum rodentium","K02884",0.65,0.294289145357172,0.65,"Faecalibaculum rodentium"
"Duncaniella dubosii","K02994",-0.65,0.294289145357172,0.65,"Duncaniella dubosii"
"Mediterraneibacter gnavus","K07484",-0.65,0.294289145357172,0.65,"Mediterraneibacter gnavus"
"Flavonifractor plautii","K11253",-0.65,0.294289145357172,0.65,"Flavonifractor plautii"
"Faecalibaculum rodentium","K02356",0.65,0.294289145357172,0.65,"Faecalibaculum rodentium"
"Mucispirillum schaedleri","K01689",-0.65,0.294289145357172,0.65,"Mucispirillum schaedleri"
"Blautia massiliensis (ex Durand et al. 2017)","K02261",0.633333333333333,0.30128347406742,0.633333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Halomonas sp. N3-2A","K02261",0.633333333333333,0.30128347406742,0.633333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02261",0.633333333333333,0.30128347406742,0.633333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02261",0.633333333333333,0.30128347406742,0.633333333333333,"Exiguobacterium sp. N4-1P"
"Blautia producta","K02518",0.633333333333333,0.30128347406742,0.633333333333333,"Blautia producta"
"Klebsiella pneumoniae","K02965",-0.633333333333333,0.30128347406742,0.633333333333333,"Klebsiella pneumoniae"
"Clostridium sp. 10cd*","K03879",0.633333333333333,0.30128347406742,0.633333333333333,"Clostridium sp. 10cd*"
"Staphylococcus aureus","K02874",-0.633333333333333,0.30128347406742,0.633333333333333,"Staphylococcus aureus"
"Blautia massiliensis (ex Durand et al. 2017)","K02262",0.633333333333333,0.30128347406742,0.633333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Halomonas sp. N3-2A","K02262",0.633333333333333,0.30128347406742,0.633333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02262",0.633333333333333,0.30128347406742,0.633333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02262",0.633333333333333,0.30128347406742,0.633333333333333,"Exiguobacterium sp. N4-1P"
"Halomonas sp. N3-2A","K02914",-0.633333333333333,0.30128347406742,0.633333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02914",-0.633333333333333,0.30128347406742,0.633333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02914",-0.633333333333333,0.30128347406742,0.633333333333333,"Exiguobacterium sp. N4-1P"
"Flavonifractor plautii","K02899",0.633333333333333,0.30128347406742,0.633333333333333,"Flavonifractor plautii"
"Enterocloster clostridioformis","K02004",0.633333333333333,0.30128347406742,0.633333333333333,"Enterocloster clostridioformis"
"Eisenbergiella porci","K02004",0.633333333333333,0.30128347406742,0.633333333333333,"Eisenbergiella porci"
"Muribaculum gordoncarteri","K03169",-0.633333333333333,0.30128347406742,0.633333333333333,"Muribaculum gordoncarteri"
"[Clostridium] scindens","K02863",-0.633333333333333,0.30128347406742,0.633333333333333,"[Clostridium] scindens"
"Bacteroides caecimuris","K02863",0.633333333333333,0.30128347406742,0.633333333333333,"Bacteroides caecimuris"
"Faecalibaculum rodentium","K02863",0.633333333333333,0.30128347406742,0.633333333333333,"Faecalibaculum rodentium"
"Acutalibacter muris","K10523",-0.633333333333333,0.30128347406742,0.633333333333333,"Acutalibacter muris"
"Duncaniella dubosii","K03497",-0.633333333333333,0.30128347406742,0.633333333333333,"Duncaniella dubosii"
"Halomonas sp. N3-2A","K02358",-0.633333333333333,0.30128347406742,0.633333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02358",-0.633333333333333,0.30128347406742,0.633333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02358",-0.633333333333333,0.30128347406742,0.633333333333333,"Exiguobacterium sp. N4-1P"
"Enterocloster bolteae","K02909",0.633333333333333,0.30128347406742,0.633333333333333,"Enterocloster bolteae"
"Eisenbergiella porci","K02909",0.633333333333333,0.30128347406742,0.633333333333333,"Eisenbergiella porci"
"[Clostridium] innocuum","K02884",-0.633333333333333,0.30128347406742,0.633333333333333,"[Clostridium] innocuum"
"Enterocloster bolteae","K02994",0.633333333333333,0.30128347406742,0.633333333333333,"Enterocloster bolteae"
"Eisenbergiella porci","K02994",0.633333333333333,0.30128347406742,0.633333333333333,"Eisenbergiella porci"
"[Clostridium] innocuum","K02867",0.633333333333333,0.30128347406742,0.633333333333333,"[Clostridium] innocuum"
"Acutalibacter muris","K13625",-0.633333333333333,0.30128347406742,0.633333333333333,"Acutalibacter muris"
"Clostridium sp. 10cd*","K07484",-0.633333333333333,0.30128347406742,0.633333333333333,"Clostridium sp. 10cd*"
"Klebsiella pneumoniae","K01154",-0.633333333333333,0.30128347406742,0.633333333333333,"Klebsiella pneumoniae"
"Staphylococcus aureus","K01154",-0.633333333333333,0.30128347406742,0.633333333333333,"Staphylococcus aureus"
"Acutalibacter muris","K11253",-0.633333333333333,0.30128347406742,0.633333333333333,"Acutalibacter muris"
"Flavonifractor plautii","K00134",-0.616666666666667,0.328755598024628,0.616666666666667,"Flavonifractor plautii"
"Staphylococcus aureus","K02261",0.616666666666667,0.328755598024628,0.616666666666667,"Staphylococcus aureus"
"Clostridium sp. 10cd*","K03881",0.616666666666667,0.328755598024628,0.616666666666667,"Clostridium sp. 10cd*"
"Faecalibaculum rodentium","K02256",-0.616666666666667,0.328755598024628,0.616666666666667,"Faecalibaculum rodentium"
"Halomonas sp. N3-2A","K03879",0.616666666666667,0.328755598024628,0.616666666666667,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K03879",0.616666666666667,0.328755598024628,0.616666666666667,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K03879",0.616666666666667,0.328755598024628,0.616666666666667,"Exiguobacterium sp. N4-1P"
"Eisenbergiella porci","K02874",0.616666666666667,0.328755598024628,0.616666666666667,"Eisenbergiella porci"
"Duncaniella dubosii","K02954",-0.616666666666667,0.328755598024628,0.616666666666667,"Duncaniella dubosii"
"Staphylococcus aureus","K02262",0.616666666666667,0.328755598024628,0.616666666666667,"Staphylococcus aureus"
"Mucispirillum schaedleri","K10523",-0.616666666666667,0.328755598024628,0.616666666666667,"Mucispirillum schaedleri"
"Duncaniella sp. B8","K03497",-0.616666666666667,0.328755598024628,0.616666666666667,"Duncaniella sp. B8"
"Blautia producta","K02884",-0.616666666666667,0.328755598024628,0.616666666666667,"Blautia producta"
"Muribaculum intestinale","K20490",-0.616666666666667,0.328755598024628,0.616666666666667,"Muribaculum intestinale"
"Flavonifractor plautii","K20490",0.616666666666667,0.328755598024628,0.616666666666667,"Flavonifractor plautii"
"uncultured Alistipes sp.","K02904",0.616666666666667,0.328755598024628,0.616666666666667,"uncultured Alistipes sp."
"Flavonifractor plautii","K10704",-0.616666666666667,0.328755598024628,0.616666666666667,"Flavonifractor plautii"
"Mucispirillum schaedleri","K02003",0.6,0.353317859037913,0.6,"Mucispirillum schaedleri"
"Staphylococcus aureus","K03879",0.6,0.353317859037913,0.6,"Staphylococcus aureus"
"Enterocloster bolteae","K02961",0.6,0.353317859037913,0.6,"Enterocloster bolteae"
"[Clostridium] innocuum","K02961",0.6,0.353317859037913,0.6,"[Clostridium] innocuum"
"Clostridium sp. 10cd*","K02963",-0.6,0.353317859037913,0.6,"Clostridium sp. 10cd*"
"Muribaculum intestinale","K02899",-0.6,0.353317859037913,0.6,"Muribaculum intestinale"
"Enterococcus faecalis","K02004",0.6,0.353317859037913,0.6,"Enterococcus faecalis"
"Ihubacter sp. rT4E-8","K02004",0.6,0.353317859037913,0.6,"Ihubacter sp. rT4E-8"
"uncultured Alistipes sp.","K03704",-0.6,0.353317859037913,0.6,"uncultured Alistipes sp."
"Duncaniella dubosii","K02887",0.6,0.353317859037913,0.6,"Duncaniella dubosii"
"[Clostridium] scindens","K03169",0.6,0.353317859037913,0.6,"[Clostridium] scindens"
"Flavonifractor plautii","K03169",0.6,0.353317859037913,0.6,"Flavonifractor plautii"
"Mucispirillum schaedleri","K03497",0.6,0.353317859037913,0.6,"Mucispirillum schaedleri"
"Enterocloster bolteae","K02884",-0.6,0.353317859037913,0.6,"Enterocloster bolteae"
"Enterococcus faecalis","K02994",0.6,0.353317859037913,0.6,"Enterococcus faecalis"
"Blautia producta","K02867",0.6,0.353317859037913,0.6,"Blautia producta"
"Xanthomonas euvesicatoria","K02867",-0.6,0.353317859037913,0.6,"Xanthomonas euvesicatoria"
"Duncaniella sp. B8","K01154",-0.6,0.353317859037913,0.6,"Duncaniella sp. B8"
"Enterocloster clostridioformis","K01154",0.6,0.353317859037913,0.6,"Enterocloster clostridioformis"
"Muribaculum intestinale","K02356",0.6,0.353317859037913,0.6,"Muribaculum intestinale"
"Eisenbergiella porci","K01689",-0.6,0.353317859037913,0.6,"Eisenbergiella porci"
"Mucispirillum schaedleri","K00134",-0.583333333333333,0.385437110673122,0.583333333333333,"Mucispirillum schaedleri"
"Faecalibaculum rodentium","K02261",-0.583333333333333,0.385437110673122,0.583333333333333,"Faecalibaculum rodentium"
"Xanthomonas euvesicatoria","K02965",-0.583333333333333,0.385437110673122,0.583333333333333,"Xanthomonas euvesicatoria"
"Faecalibaculum rodentium","K02262",-0.583333333333333,0.385437110673122,0.583333333333333,"Faecalibaculum rodentium"
"Faecalibaculum rodentium","K02887",0.583333333333333,0.385437110673122,0.583333333333333,"Faecalibaculum rodentium"
"[Clostridium] innocuum","K02956",-0.583333333333333,0.385437110673122,0.583333333333333,"[Clostridium] innocuum"
"Bacteroides faecium","K02863",0.583333333333333,0.385437110673122,0.583333333333333,"Bacteroides faecium"
"Paramuribaculum intestinale","K03497",-0.583333333333333,0.385437110673122,0.583333333333333,"Paramuribaculum intestinale"
"Xanthomonas euvesicatoria","K03497",-0.583333333333333,0.385437110673122,0.583333333333333,"Xanthomonas euvesicatoria"
"Muribaculum gordoncarteri","K07484",0.583333333333333,0.385437110673122,0.583333333333333,"Muribaculum gordoncarteri"
"Enterocloster clostridioformis","K11253",-0.583333333333333,0.385437110673122,0.583333333333333,"Enterocloster clostridioformis"
"Eisenbergiella porci","K20490",0.583333333333333,0.385437110673122,0.583333333333333,"Eisenbergiella porci"
"[Clostridium] innocuum","K20490",0.583333333333333,0.385437110673122,0.583333333333333,"[Clostridium] innocuum"
"Mucispirillum schaedleri","K10704",-0.583333333333333,0.385437110673122,0.583333333333333,"Mucispirillum schaedleri"
"Mediterraneibacter gnavus","K02965",0.566666666666667,0.412437146347874,0.566666666666667,"Mediterraneibacter gnavus"
"Duncaniella sp. B8","K02003",-0.566666666666667,0.412437146347874,0.566666666666667,"Duncaniella sp. B8"
"Acutalibacter muris","K02889",-0.566666666666667,0.412437146347874,0.566666666666667,"Acutalibacter muris"
"Blautia producta","K02874",0.566666666666667,0.412437146347874,0.566666666666667,"Blautia producta"
"Enterocloster clostridioformis","K02961",0.566666666666667,0.412437146347874,0.566666666666667,"Enterocloster clostridioformis"
"Eisenbergiella porci","K02954",0.566666666666667,0.412437146347874,0.566666666666667,"Eisenbergiella porci"
"Halomonas sp. N3-2A","K03878",0.566666666666667,0.412437146347874,0.566666666666667,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K03878",0.566666666666667,0.412437146347874,0.566666666666667,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K03878",0.566666666666667,0.412437146347874,0.566666666666667,"Exiguobacterium sp. N4-1P"
"Enterococcus faecalis","K02963",-0.566666666666667,0.412437146347874,0.566666666666667,"Enterococcus faecalis"
"Bacteroides caecimuris","K02887",0.566666666666667,0.412437146347874,0.566666666666667,"Bacteroides caecimuris"
"Mediterraneibacter gnavus","K02956",-0.566666666666667,0.412437146347874,0.566666666666667,"Mediterraneibacter gnavus"
"Bacteroides caecimuris","K03088",0.566666666666667,0.412437146347874,0.566666666666667,"Bacteroides caecimuris"
"Duncaniella sp. B8","K02884",0.566666666666667,0.412437146347874,0.566666666666667,"Duncaniella sp. B8"
"Bacteroides caecimuris","K02884",0.566666666666667,0.412437146347874,0.566666666666667,"Bacteroides caecimuris"
"Ihubacter sp. rT4E-8","K02994",0.566666666666667,0.412437146347874,0.566666666666667,"Ihubacter sp. rT4E-8"
"Enterococcus faecalis","K07484",-0.566666666666667,0.412437146347874,0.566666666666667,"Enterococcus faecalis"
"Flavonifractor plautii","K01154",0.566666666666667,0.412437146347874,0.566666666666667,"Flavonifractor plautii"
"Blautia producta","K01689",-0.566666666666667,0.412437146347874,0.566666666666667,"Blautia producta"
"Enterocloster bolteae","K01689",-0.566666666666667,0.412437146347874,0.566666666666667,"Enterocloster bolteae"
"Acutalibacter muris","K00134",-0.55,0.41938518184004,0.55,"Acutalibacter muris"
"Halomonas sp. N3-2A","K02256",0.55,0.41938518184004,0.55,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02256",0.55,0.41938518184004,0.55,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02256",0.55,0.41938518184004,0.55,"Exiguobacterium sp. N4-1P"
"Ihubacter sp. rT4E-8","K02965",0.55,0.41938518184004,0.55,"Ihubacter sp. rT4E-8"
"[Clostridium] innocuum","K02965",0.55,0.41938518184004,0.55,"[Clostridium] innocuum"
"Xanthomonas euvesicatoria","K02003",-0.55,0.41938518184004,0.55,"Xanthomonas euvesicatoria"
"Mucispirillum schaedleri","K02889",-0.55,0.41938518184004,0.55,"Mucispirillum schaedleri"
"Flavonifractor plautii","K02889",-0.55,0.41938518184004,0.55,"Flavonifractor plautii"
"uncultured Alistipes sp.","K02954",0.55,0.41938518184004,0.55,"uncultured Alistipes sp."
"Faecalibaculum rodentium","K03878",-0.55,0.41938518184004,0.55,"Faecalibaculum rodentium"
"Halomonas sp. N3-2A","K02950",-0.55,0.41938518184004,0.55,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02950",-0.55,0.41938518184004,0.55,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02950",-0.55,0.41938518184004,0.55,"Exiguobacterium sp. N4-1P"
"Clostridium sp. 10cd*","K03169",0.55,0.41938518184004,0.55,"Clostridium sp. 10cd*"
"Halomonas sp. N3-2A","K03169",-0.55,0.41938518184004,0.55,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K03169",-0.55,0.41938518184004,0.55,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K03169",-0.55,0.41938518184004,0.55,"Exiguobacterium sp. N4-1P"
"Clostridium sp. 10cd*","K02956",-0.55,0.41938518184004,0.55,"Clostridium sp. 10cd*"
"Bacteroides faecium","K03088",0.55,0.41938518184004,0.55,"Bacteroides faecium"
"uncultured Alistipes sp.","K03088",0.55,0.41938518184004,0.55,"uncultured Alistipes sp."
"Muribaculum gordoncarteri","K02863",0.55,0.41938518184004,0.55,"Muribaculum gordoncarteri"
"[Clostridium] scindens","K03497",0.55,0.41938518184004,0.55,"[Clostridium] scindens"
"Halomonas sp. N3-2A","K03497",-0.55,0.41938518184004,0.55,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K03497",-0.55,0.41938518184004,0.55,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K03497",-0.55,0.41938518184004,0.55,"Exiguobacterium sp. N4-1P"
"Bacteroides uniformis","K02358",-0.55,0.41938518184004,0.55,"Bacteroides uniformis"
"Enterocloster bolteae","K02358",0.55,0.41938518184004,0.55,"Enterocloster bolteae"
"Duncaniella dubosii","K02909",-0.55,0.41938518184004,0.55,"Duncaniella dubosii"
"uncultured Alistipes sp.","K02909",0.55,0.41938518184004,0.55,"uncultured Alistipes sp."
"Duncaniella dubosii","K07484",0.55,0.41938518184004,0.55,"Duncaniella dubosii"
"Eisenbergiella porci","K02988",0.55,0.41938518184004,0.55,"Eisenbergiella porci"
"Muribaculum intestinale","K01154",-0.55,0.41938518184004,0.55,"Muribaculum intestinale"
"Halomonas sp. N3-2A","K01154",-0.55,0.41938518184004,0.55,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K01154",-0.55,0.41938518184004,0.55,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K01154",-0.55,0.41938518184004,0.55,"Exiguobacterium sp. N4-1P"
"Mucispirillum schaedleri","K02992",0.55,0.41938518184004,0.55,"Mucispirillum schaedleri"
"Paramuribaculum intestinale","K20490",-0.55,0.41938518184004,0.55,"Paramuribaculum intestinale"
"Faecalibaculum rodentium","K20490",-0.55,0.41938518184004,0.55,"Faecalibaculum rodentium"
"Klebsiella pneumoniae","K02904",-0.55,0.41938518184004,0.55,"Klebsiella pneumoniae"
"Acutalibacter muris","K10704",-0.55,0.41938518184004,0.55,"Acutalibacter muris"
"Staphylococcus aureus","K02256",0.533333333333333,0.439663792244141,0.533333333333333,"Staphylococcus aureus"
"Enterocloster bolteae","K02965",0.533333333333333,0.439663792244141,0.533333333333333,"Enterocloster bolteae"
"Flavonifractor plautii","K02965",0.533333333333333,0.439663792244141,0.533333333333333,"Flavonifractor plautii"
"Muribaculum intestinale","K02003",-0.533333333333333,0.439663792244141,0.533333333333333,"Muribaculum intestinale"
"Muribaculum gordoncarteri","K02913",0.533333333333333,0.439663792244141,0.533333333333333,"Muribaculum gordoncarteri"
"Duncaniella dubosii","K02913",0.533333333333333,0.439663792244141,0.533333333333333,"Duncaniella dubosii"
"Enterocloster bolteae","K02954",0.533333333333333,0.439663792244141,0.533333333333333,"Enterocloster bolteae"
"Staphylococcus aureus","K03878",0.533333333333333,0.439663792244141,0.533333333333333,"Staphylococcus aureus"
"uncultured Alistipes sp.","K02970",-0.533333333333333,0.439663792244141,0.533333333333333,"uncultured Alistipes sp."
"Acutalibacter muris","K02899",0.533333333333333,0.439663792244141,0.533333333333333,"Acutalibacter muris"
"Bacteroides caecimuris","K02946",0.533333333333333,0.439663792244141,0.533333333333333,"Bacteroides caecimuris"
"Mediterraneibacter gnavus","K02004",0.533333333333333,0.439663792244141,0.533333333333333,"Mediterraneibacter gnavus"
"Acutalibacter muris","K02952",0.533333333333333,0.439663792244141,0.533333333333333,"Acutalibacter muris"
"Flavonifractor plautii","K02952",0.533333333333333,0.439663792244141,0.533333333333333,"Flavonifractor plautii"
"Xanthomonas euvesicatoria","K03169",-0.533333333333333,0.439663792244141,0.533333333333333,"Xanthomonas euvesicatoria"
"Enterocloster bolteae","K02956",-0.533333333333333,0.439663792244141,0.533333333333333,"Enterocloster bolteae"
"Flavonifractor plautii","K02956",-0.533333333333333,0.439663792244141,0.533333333333333,"Flavonifractor plautii"
"Staphylococcus aureus","K02358",-0.533333333333333,0.439663792244141,0.533333333333333,"Staphylococcus aureus"
"Ihubacter sp. rT4E-8","K02358",0.533333333333333,0.439663792244141,0.533333333333333,"Ihubacter sp. rT4E-8"
"Clostridium sp. 10cd*","K02884",-0.533333333333333,0.439663792244141,0.533333333333333,"Clostridium sp. 10cd*"
"Flavonifractor plautii","K02884",-0.533333333333333,0.439663792244141,0.533333333333333,"Flavonifractor plautii"
"uncultured Alistipes sp.","K02994",0.533333333333333,0.439663792244141,0.533333333333333,"uncultured Alistipes sp."
"Enterocloster bolteae","K02867",0.533333333333333,0.439663792244141,0.533333333333333,"Enterocloster bolteae"
"Enterocloster clostridioformis","K13625",-0.533333333333333,0.439663792244141,0.533333333333333,"Enterocloster clostridioformis"
"Blautia producta","K02988",0.533333333333333,0.439663792244141,0.533333333333333,"Blautia producta"
"Duncaniella dubosii","K01154",-0.533333333333333,0.439663792244141,0.533333333333333,"Duncaniella dubosii"
"Bacteroides caecimuris","K01154",-0.533333333333333,0.439663792244141,0.533333333333333,"Bacteroides caecimuris"
"Enterocloster bolteae","K03205",0.533333333333333,0.439663792244141,0.533333333333333,"Enterocloster bolteae"
"Blautia massiliensis (ex Durand et al. 2017)","K03881",0.516666666666667,0.466905607821245,0.516666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Mucispirillum schaedleri","K04257",-0.516666666666667,0.466905607821245,0.516666666666667,"Mucispirillum schaedleri"
"Flavonifractor plautii","K04257",-0.516666666666667,0.466905607821245,0.516666666666667,"Flavonifractor plautii"
"Mediterraneibacter gnavus","K02874",0.516666666666667,0.466905607821245,0.516666666666667,"Mediterraneibacter gnavus"
"Enterococcus faecalis","K02913",-0.516666666666667,0.466905607821245,0.516666666666667,"Enterococcus faecalis"
"Acutalibacter muris","K02961",0.516666666666667,0.466905607821245,0.516666666666667,"Acutalibacter muris"
"Ihubacter sp. rT4E-8","K02961",0.516666666666667,0.466905607821245,0.516666666666667,"Ihubacter sp. rT4E-8"
"Xanthomonas euvesicatoria","K02950",-0.516666666666667,0.466905607821245,0.516666666666667,"Xanthomonas euvesicatoria"
"Xanthomonas euvesicatoria","K02004",-0.516666666666667,0.466905607821245,0.516666666666667,"Xanthomonas euvesicatoria"
"Mediterraneibacter gnavus","K03704",0.516666666666667,0.466905607821245,0.516666666666667,"Mediterraneibacter gnavus"
"Bacteroides faecium","K02887",0.516666666666667,0.466905607821245,0.516666666666667,"Bacteroides faecium"
"Acutalibacter muris","K03169",0.516666666666667,0.466905607821245,0.516666666666667,"Acutalibacter muris"
"Acutalibacter muris","K02956",-0.516666666666667,0.466905607821245,0.516666666666667,"Acutalibacter muris"
"Flavonifractor plautii","K03088",0.516666666666667,0.466905607821245,0.516666666666667,"Flavonifractor plautii"
"Faecalibaculum rodentium","K03497",-0.516666666666667,0.466905607821245,0.516666666666667,"Faecalibaculum rodentium"
"[Clostridium] innocuum","K02358",0.516666666666667,0.466905607821245,0.516666666666667,"[Clostridium] innocuum"
"Ihubacter sp. rT4E-8","K02909",0.516666666666667,0.466905607821245,0.516666666666667,"Ihubacter sp. rT4E-8"
"Staphylococcus aureus","K02904",-0.516666666666667,0.466905607821245,0.516666666666667,"Staphylococcus aureus"
"Flavonifractor plautii","K02904",0.516666666666667,0.466905607821245,0.516666666666667,"Flavonifractor plautii"
"Klebsiella pneumoniae","K02356",-0.516666666666667,0.466905607821245,0.516666666666667,"Klebsiella pneumoniae"
"Enterococcus faecalis","K03205",0.516666666666667,0.466905607821245,0.516666666666667,"Enterococcus faecalis"
"Klebsiella pneumoniae","K02874",-0.5,0.489858220652453,0.5,"Klebsiella pneumoniae"
"Ihubacter sp. rT4E-8","K02874",0.5,0.489858220652453,0.5,"Ihubacter sp. rT4E-8"
"Duncaniella sp. B8","K02913",0.5,0.489858220652453,0.5,"Duncaniella sp. B8"
"Mucispirillum schaedleri","K02961",0.5,0.489858220652453,0.5,"Mucispirillum schaedleri"
"Xanthomonas euvesicatoria","K02961",-0.5,0.489858220652453,0.5,"Xanthomonas euvesicatoria"
"Ihubacter sp. rT4E-8","K02954",0.5,0.489858220652453,0.5,"Ihubacter sp. rT4E-8"
"Klebsiella pneumoniae","K02948",-0.5,0.489858220652453,0.5,"Klebsiella pneumoniae"
