"bacteria","phage","correlation"
"Duncaniella dubosii","OTU_512",-0.752512132662272
"Paramuribaculum intestinale","OTU_512",-0.752512132662272
"[Clostridium] scindens","OTU_512",0.752512132662272
"Enterococcus faecalis","OTU_512",0.752512132662272
"Lactonifactor longoviformis","OTU_512",0.752512132662272
"Anaerotruncus colihominis","OTU_512",0.752512132662272
"Microbacterium proteolyticum","OTU_576",-0.752512132662272
"Bacteroides caecimuris","OTU_592",-0.752512132662272
"Bacteroides faecium","OTU_592",-0.752512132662272
"Bacteroides caccae","OTU_592",-0.752512132662272
"Bacteroides thetaiotaomicron","OTU_592",-0.752512132662272
"Bacteroides ovatus","OTU_592",-0.752512132662272
"Bacteroides humanifaecis","OTU_605",-0.752512132662272
"Parabacteroides distasonis","OTU_630",-0.752512132662272
"Clostridioides difficile","OTU_649",0.752512132662272
"Muribaculum intestinale","OTU_650",0.752512132662272
"Parabacteroides distasonis","OTU_650",0.752512132662272
"Bacteroides humanifaecis","OTU_949",-0.752512132662272
"Mediterraneibacter gnavus","OTU_960",0.752512132662272
"[Clostridium] innocuum","OTU_960",0.752512132662272
"Hungatella hathewayi","OTU_960",0.752512132662272
"Faecalibacterium prausnitzii","OTU_960",0.752512132662272
"Marvinbryantia formatexigens","OTU_960",0.752512132662272
"Roseburia hominis","OTU_960",0.752512132662272
"Sellimonas intestinalis","OTU_960",0.752512132662272
"Roseburia faecis","OTU_960",0.752512132662272
"Agathobacter rectalis","OTU_960",0.752512132662272
"Sellimonas catena","OTU_960",0.752512132662272
"Wansuia hejianensis","OTU_960",0.752512132662272
"Blautia parvula","OTU_960",0.752512132662272
"Microbacterium proteolyticum","OTU_967",-0.752512132662272
"Duncaniella dubosii","OTU_983",-0.752512132662272
"Paramuribaculum intestinale","OTU_983",-0.752512132662272
"[Clostridium] scindens","OTU_983",0.752512132662272
"Enterococcus faecalis","OTU_983",0.752512132662272
"Lactonifactor longoviformis","OTU_983",0.752512132662272
"Anaerotruncus colihominis","OTU_983",0.752512132662272
"Kineothrix sedimenti","OTU_1037",0.752512132662272
"[Clostridium] hylemonae","OTU_1037",0.752512132662272
"Alistipes finegoldii","OTU_1070",0.752512132662272
"Alistipes putredinis","OTU_1070",0.752512132662272
"Mucispirillum schaedleri","OTU_1114",-0.752512132662272
"Enterocloster lavalensis","OTU_1114",-0.752512132662272
"Mediterraneibacter gnavus","OTU_1137",-0.752512132662272
"Hungatella sp. SB206","OTU_1137",-0.752512132662272
"Mediterraneibacter glycyrrhizinilyticus","OTU_1137",-0.752512132662272
"Duncaniella dubosii","OTU_1238",-0.752512132662272
"Paramuribaculum intestinale","OTU_1238",-0.752512132662272
"[Clostridium] scindens","OTU_1238",0.752512132662272
"Enterococcus faecalis","OTU_1238",0.752512132662272
"Lactonifactor longoviformis","OTU_1238",0.752512132662272
"Anaerotruncus colihominis","OTU_1238",0.752512132662272
"Clostridioides difficile","OTU_1",-0.75
"Kineothrix sedimenti","OTU_3",-0.75
"Vescimonas coprocola","OTU_3",-0.75
"Marvinbryantia formatexigens","OTU_13",-0.75
"Microbacterium proteolyticum","OTU_13",0.75
"Eisenbergiella porci","OTU_16",-0.75
"Bacteroides uniformis","OTU_49",0.75
"Bacteroides uniformis","OTU_50",0.75
"Roseburia hominis","OTU_55",-0.75
"Roseburia faecis","OTU_55",-0.75
"Oscillibacter sp. PEA192","OTU_82",-0.75
"Enterocloster asparagiformis","OTU_82",-0.75
"Blautia obeum","OTU_86",-0.75
"Sellimonas catena","OTU_86",-0.75
"Flavonifractor plautii","OTU_101",-0.75
"[Clostridium] symbiosum","OTU_101",-0.75
"Dysosmobacter welbionis","OTU_101",-0.75
"Oscillibacter hominis","OTU_101",-0.75
"Vescimonas fastidiosa","OTU_101",-0.75
"Anaerotruncus colihominis","OTU_101",-0.75
"Duncaniella dubosii","OTU_114",-0.75
"Roseburia faecis","OTU_117",-0.75
"Duncaniella sp. B8","OTU_118",0.75
"Enterocloster clostridioformis","OTU_118",-0.75
"Faecalibacterium prausnitzii","OTU_127",-0.75
"Lactonifactor longoviformis","OTU_127",-0.75
"Clostridium sp. M62/1","OTU_127",-0.75
"Blautia parvula","OTU_127",-0.75
"Enterocloster bolteae","OTU_142",0.75
"Blautia wexlerae","OTU_143",0.75
"Anaerostipes sp. PC18","OTU_146",0.75
"Halomonas sp. N3-2A","OTU_194",0.75
"Mus musculus mobilized endogenous polytropic provirus","OTU_194",0.75
"Exiguobacterium sp. N4-1P","OTU_194",0.75
"Marvinbryantia formatexigens","OTU_200",0.75
"Kineothrix sp. MB12-C1","OTU_200",0.75
"Acutalibacter muris","OTU_220",0.75
"Lawsonibacter asaccharolyticus","OTU_220",0.75
"Flintibacter sp. KGMB00164","OTU_220",0.75
"Claveliimonas bilis","OTU_229",-0.75
"Bacteroides xylanisolvens","OTU_229",0.75
"Agathobacter rectalis","OTU_236",0.75
"Clostridium sp. 10cd*","OTU_237",0.75
"Simiaoa sunii","OTU_240",0.75
"[Clostridium] symbiosum","OTU_240",0.75
"Dorea formicigenerans","OTU_240",0.75
"Parabacteroides goldsteinii","OTU_247",-0.75
"Duncaniella sp. B8","OTU_266",-0.75
"Alistipes megaguti","OTU_267",0.75
"Pusillibacter faecalis","OTU_300",-0.75
"Duncaniella sp. B8","OTU_341",-0.75
"Acutalibacter muris","OTU_341",0.75
"Lawsonibacter asaccharolyticus","OTU_341",0.75
"Flintibacter sp. KGMB00164","OTU_341",0.75
"Bacteroides caccae","OTU_369",-0.75
"Bacteroides thetaiotaomicron","OTU_369",-0.75
"Bacteroides ovatus","OTU_369",-0.75
"Enterocloster clostridioformis","OTU_387",0.75
"Sellimonas catena","OTU_408",0.75
"Clostridium sp. M62/1","OTU_408",0.75
"Roseburia hominis","OTU_412",0.75
"Blautia wexlerae","OTU_412",0.75
"Kineothrix sedimenti","OTU_428",-0.75
"Bacteroides caccae","OTU_435",-0.75
"Bacteroides thetaiotaomicron","OTU_435",-0.75
"Bacteroides ovatus","OTU_435",-0.75
"Clostridium sp. MD294","OTU_438",0.75
"Claveliimonas bilis","OTU_440",0.75
"Blautia producta","OTU_445",-0.75
"Enterocloster bolteae","OTU_445",-0.75
"Blautia obeum","OTU_445",-0.75
"Enterococcus faecium","OTU_446",-0.75
"Faecalibacterium prausnitzii","OTU_447",-0.75
"Lactonifactor longoviformis","OTU_447",-0.75
"Blautia obeum","OTU_447",-0.75
"Sellimonas catena","OTU_463",0.75
"Roseburia faecis","OTU_465",0.75
"Muribaculum intestinale","OTU_480",-0.75
"Claveliimonas bilis","OTU_490",-0.75
"Blautia pseudococcoides","OTU_493",0.75
"Acutalibacter muris","OTU_518",0.75
"Lawsonibacter asaccharolyticus","OTU_518",0.75
"Flintibacter sp. KGMB00164","OTU_518",0.75
"Duncaniella sp. C9","OTU_529",-0.75
"[Clostridium] innocuum","OTU_529",0.75
"Wansuia hejianensis","OTU_529",0.75
"[Ruminococcus] torques","OTU_545",-0.75
"Blautia parvula","OTU_545",-0.75
"Enterocloster clostridioformis","OTU_547",-0.75
"Pusillibacter faecalis","OTU_547",-0.75
"Claveliimonas bilis","OTU_552",0.75
"Pusillibacter faecalis","OTU_552",0.75
"Vescimonas coprocola","OTU_552",0.75
"Hungatella hathewayi","OTU_555",-0.75
"Kineothrix sp. MB12-C1","OTU_555",-0.75
"Faecalibaculum rodentium","OTU_561",0.75
"Ihubacter sp. rT4E-8","OTU_561",-0.75
"Simiaoa sunii","OTU_561",-0.75
"Dorea formicigenerans","OTU_561",-0.75
"Blautia parvula","OTU_561",-0.75
"[Clostridium] scindens","OTU_562",-0.75
"[Clostridium] innocuum","OTU_564",-0.75
"Enterocloster lavalensis","OTU_564",-0.75
"Enterococcus faecalis","OTU_565",-0.75
"Bacteroides xylanisolvens","OTU_565",0.75
"Roseburia faecis","OTU_566",-0.75
"Sodaliphilus pleomorphus","OTU_566",0.75
"Mucispirillum schaedleri","OTU_568",-0.75
"Kineothrix sp. MB12-C1","OTU_568",-0.75
"Flavonifractor plautii","OTU_569",-0.75
"Dysosmobacter welbionis","OTU_569",-0.75
"Oscillibacter hominis","OTU_569",-0.75
"Vescimonas fastidiosa","OTU_569",-0.75
"[Clostridium] scindens","OTU_582",0.75
"Ihubacter sp. rT4E-8","OTU_582",0.75
"Clostridioides difficile","OTU_582",0.75
"Clostridium sp. 10cd*","OTU_861",0.75
"Eisenbergiella porci","OTU_35",0.748554161923727
"Anaerostipes sp. PC18","OTU_35",0.748554161923727
"Clostridium sp. 10cd*","OTU_39",-0.748554161923727
"uncultured Alistipes sp.","OTU_61",-0.748554161923727
"Alistipes onderdonkii","OTU_61",-0.748554161923727
"Alistipes senegalensis","OTU_61",-0.748554161923727
"Alistipes dispar","OTU_61",-0.748554161923727
"Muribaculum gordoncarteri","OTU_116",-0.748554161923727
"Acutalibacter muris","OTU_116",0.748554161923727
"Lawsonibacter asaccharolyticus","OTU_116",0.748554161923727
"Flintibacter sp. KGMB00164","OTU_116",0.748554161923727
"Bacteroides humanifaecis","OTU_208",-0.748554161923727
"Pusillibacter faecalis","OTU_218",0.748554161923727
"Sellimonas intestinalis","OTU_218",0.748554161923727
"Enterococcus faecium","OTU_223",0.748554161923727
"Alistipes sp. i18-0019-D1","OTU_295",-0.748554161923727
"Enterococcus faecalis","OTU_298",0.748554161923727
"Pseudoflavonifractor gallinarum","OTU_298",0.748554161923727
"Oscillibacter sp. PEA192","OTU_298",0.748554161923727
"Staphylococcus aureus","OTU_320",-0.748554161923727
"Pusillibacter faecalis","OTU_327",0.748554161923727
"Sellimonas intestinalis","OTU_327",0.748554161923727
"Pusillibacter faecalis","OTU_333",0.748554161923727
"Acutalibacter muris","OTU_351",0.748554161923727
"Lawsonibacter asaccharolyticus","OTU_351",0.748554161923727
"Flintibacter sp. KGMB00164","OTU_351",0.748554161923727
"Alistipes megaguti","OTU_351",0.748554161923727
"Vescimonas coprocola","OTU_351",0.748554161923727
"Pusillibacter faecalis","OTU_361",0.748554161923727
"Enterococcus faecium","OTU_434",0.748554161923727
"Clostridioides difficile","OTU_486",0.748554161923727
"Flavonifractor plautii","OTU_513",0.748554161923727
"Dysosmobacter welbionis","OTU_513",0.748554161923727
"Oscillibacter hominis","OTU_513",0.748554161923727
"Intestinimonas butyriciproducens","OTU_513",0.748554161923727
"Vescimonas fastidiosa","OTU_513",0.748554161923727
"Klebsiella pneumoniae","OTU_628",-0.748554161923727
"Halomonas sp. N3-2A","OTU_628",-0.748554161923727
"Mus musculus mobilized endogenous polytropic provirus","OTU_628",-0.748554161923727
"Exiguobacterium sp. N4-1P","OTU_628",-0.748554161923727
"Vescimonas coprocola","OTU_683",0.748554161923727
"Clostridioides difficile","OTU_762",0.748554161923727
"Enterocloster bolteae","OTU_862",-0.748554161923727
"Duncaniella sp. C9","OTU_862",0.748554161923727
"Marvinbryantia formatexigens","OTU_862",-0.748554161923727
"Pseudoflavonifractor gallinarum","OTU_862",-0.748554161923727
"Anaerobutyricum hallii","OTU_862",-0.748554161923727
"Sporofaciens musculi","OTU_1136",-0.748554161923727
"Duncaniella sp. B8","OTU_124",-0.748533920609501
"Duncaniella dubosii","OTU_124",-0.748533920609501
"Simiaoa sunii","OTU_124",0.748533920609501
"[Clostridium] symbiosum","OTU_124",0.748533920609501
"Dorea formicigenerans","OTU_124",0.748533920609501
"Anaerotruncus colihominis","OTU_124",0.748533920609501
"Faecalibacterium prausnitzii","OTU_343",0.748533920609501
"Roseburia hominis","OTU_343",0.748533920609501
"Alistipes sp. i18-0019-D1","OTU_345",0.748533920609501
"Duncaniella sp. B8","OTU_360",-0.748533920609501
"Blautia producta","OTU_404",-0.748533920609501
"Sellimonas intestinalis","OTU_418",0.748533920609501
"Flavonifractor plautii","OTU_430",0.748533920609501
"Dysosmobacter welbionis","OTU_430",0.748533920609501
"Oscillibacter hominis","OTU_430",0.748533920609501
"Intestinimonas butyriciproducens","OTU_430",0.748533920609501
"Oscillibacter sp. PEA192","OTU_430",0.748533920609501
"Vescimonas fastidiosa","OTU_430",0.748533920609501
"Alistipes megaguti","OTU_448",0.748533920609501
"Blautia wexlerae","OTU_469",0.748533920609501
"Enterocloster lavalensis","OTU_498",0.748533920609501
"[Clostridium] scindens","OTU_578",0.748533920609501
"Alistipes shahii","OTU_586",0.748533920609501
"Enterococcus faecium","OTU_627",0.748533920609501
"Mediterraneibacter gnavus","OTU_1076",-0.748533920609501
"Kineothrix sp. MB12-C1","OTU_1076",-0.748533920609501
"Pseudoflavonifractor gallinarum","OTU_1126",-0.748533920609501
"Hungatella sp. SB206","OTU_14",0.745869853982892
"Mediterraneibacter glycyrrhizinilyticus","OTU_14",0.745869853982892
"Sporofaciens musculi","OTU_23",0.745869853982892
"Pseudoflavonifractor gallinarum","OTU_93",0.745869853982892
"Anaerobutyricum hallii","OTU_104",0.745869853982892
"Claveliimonas bilis","OTU_230",0.745869853982892
"Clostridioides difficile","OTU_243",0.745869853982892
"Parabacteroides distasonis","OTU_275",-0.745869853982892
"Pseudoflavonifractor gallinarum","OTU_321",0.745869853982892
"Alistipes shahii","OTU_344",0.745869853982892
"Duncaniella sp. C9","OTU_347",-0.745869853982892
"Sporofaciens musculi","OTU_386",0.745869853982892
"Bacteroides humanifaecis","OTU_396",-0.745869853982892
"Muribaculum intestinale","OTU_420",-0.745869853982892
"Duncaniella sp. B8","OTU_494",-0.745869853982892
"Duncaniella dubosii","OTU_494",-0.745869853982892
"Acutalibacter muris","OTU_494",0.745869853982892
"Clostridium sp. 10cd*","OTU_494",0.745869853982892
"Simiaoa sunii","OTU_494",0.745869853982892
"[Clostridium] symbiosum","OTU_494",0.745869853982892
"Lawsonibacter asaccharolyticus","OTU_494",0.745869853982892
"Pusillibacter faecalis","OTU_494",0.745869853982892
"Flintibacter sp. KGMB00164","OTU_494",0.745869853982892
"Dorea formicigenerans","OTU_494",0.745869853982892
"Klebsiella pneumoniae","OTU_517",-0.745869853982892
"Vescimonas coprocola","OTU_527",0.745869853982892
"Oscillibacter sp. PEA192","OTU_551",0.745869853982892
"Duncaniella sp. B8","OTU_557",0.745869853982892
"[Ruminococcus] torques","OTU_702",0.745869853982892
"Blautia obeum","OTU_702",0.745869853982892
"Roseburia faecis","OTU_1064",-0.745869853982892
"Sellimonas catena","OTU_1064",-0.745869853982892
"Clostridium sp. M62/1","OTU_1064",-0.745869853982892
"Microbacterium proteolyticum","OTU_1128",0.745869853982892
"Emergencia sp. JLR.KK010","OTU_64",0.744776393792594
"Duncaniella sp. B8","OTU_264",-0.744776393792594
"Turicimonas muris","OTU_264",-0.744776393792594
"Sodaliphilus pleomorphus","OTU_264",-0.744776393792594
"Duncaniella dubosii","OTU_291",-0.744776393792594
"Flavonifractor plautii","OTU_291",0.744776393792594
"[Clostridium] symbiosum","OTU_291",0.744776393792594
"Dysosmobacter welbionis","OTU_291",0.744776393792594
"Oscillibacter hominis","OTU_291",0.744776393792594
"Vescimonas fastidiosa","OTU_291",0.744776393792594
"[Clostridium] symbiosum","OTU_292",0.744776393792594
"Blautia parvula","OTU_452",0.744776393792594
"Mucispirillum schaedleri","OTU_549",-0.744776393792594
"Faecalibacterium prausnitzii","OTU_549",-0.744776393792594
"Parabacteroides goldsteinii","OTU_1124",-0.744776393792594
"Mucispirillum schaedleri","OTU_119",0.739830037811716
"Kineothrix sedimenti","OTU_124",0.739830037811716
"Faecalibacterium prausnitzii","OTU_352",0.739830037811716
"Enterocloster asparagiformis","OTU_352",0.739830037811716
"[Clostridium] innocuum","OTU_360",0.739830037811716
"Oscillibacter sp. PEA192","OTU_360",0.739830037811716
"Turicimonas muris","OTU_448",0.739830037811716
"Faecalibacterium prausnitzii","OTU_468",0.739830037811716
"Roseburia hominis","OTU_468",0.739830037811716
"Sellimonas catena","OTU_468",0.739830037811716
"Clostridium sp. M62/1","OTU_498",0.739830037811716
"[Clostridium] hylemonae","OTU_627",0.739830037811716
"Alistipes putredinis","OTU_858",-0.739830037811716
"Enterocloster bolteae","OTU_64",0.736408119705036
"Alistipes putredinis","OTU_239",-0.736408119705036
"Halomonas sp. N3-2A","OTU_292",-0.736408119705036
"Mus musculus mobilized endogenous polytropic provirus","OTU_292",-0.736408119705036
"Exiguobacterium sp. N4-1P","OTU_292",-0.736408119705036
"Enterococcus faecium","OTU_423",-0.736408119705036
"Roseburia faecis","OTU_492",0.736408119705036
"Bacteroides caccae","OTU_1092",-0.736408119705036
"Bacteroides thetaiotaomicron","OTU_1092",-0.736408119705036
"Bacteroides ovatus","OTU_1092",-0.736408119705036
"Eisenbergiella porci","OTU_1",-0.733333333333333
"Mucispirillum schaedleri","OTU_3",-0.733333333333333
"Simiaoa sunii","OTU_3",-0.733333333333333
"Alistipes shahii","OTU_3",-0.733333333333333
"Pusillibacter faecalis","OTU_3",-0.733333333333333
"Pseudoflavonifractor gallinarum","OTU_3",-0.733333333333333
"Dorea formicigenerans","OTU_3",-0.733333333333333
"Blautia producta","OTU_4",-0.733333333333333
"Enterococcus faecalis","OTU_4",-0.733333333333333
"Faecalibacterium prausnitzii","OTU_4",-0.733333333333333
"Blautia obeum","OTU_8",-0.733333333333333
"Xanthomonas euvesicatoria","OTU_10",-0.733333333333333
"Mediterraneibacter gnavus","OTU_13",-0.733333333333333
"Agathobacter rectalis","OTU_13",-0.733333333333333
"Hungatella sp. SB206","OTU_13",-0.733333333333333
"[Clostridium] hylemonae","OTU_13",-0.733333333333333
"Wansuia hejianensis","OTU_13",-0.733333333333333
"Mediterraneibacter glycyrrhizinilyticus","OTU_13",-0.733333333333333
"Emergencia sp. JLR.KK010","OTU_33",-0.733333333333333
"Mucispirillum schaedleri","OTU_42",0.733333333333333
"[Clostridium] scindens","OTU_55",-0.733333333333333
"Duncaniella sp. B8","OTU_62",0.733333333333333
"Bacteroides faecium","OTU_62",0.733333333333333
"Blautia massiliensis (ex Durand et al. 2017)","OTU_63",0.733333333333333
"Emergencia sp. JLR.KK010","OTU_63",0.733333333333333
"Claveliimonas bilis","OTU_63",0.733333333333333
"Enterococcus faecalis","OTU_74",-0.733333333333333
"Vescimonas coprocola","OTU_82",-0.733333333333333
"Alistipes sp. i18-0019-D1","OTU_82",-0.733333333333333
"Muribaculum gordoncarteri","OTU_86",0.733333333333333
"Wansuia hejianensis","OTU_96",-0.733333333333333
"Microbacterium proteolyticum","OTU_96",0.733333333333333
"Duncaniella sp. B8","OTU_101",0.733333333333333
"Oscillibacter sp. PEA192","OTU_101",-0.733333333333333
"[Clostridium] scindens","OTU_115",0.733333333333333
"Blautia producta","OTU_117",-0.733333333333333
"Ihubacter sp. rT4E-8","OTU_117",-0.733333333333333
"Anaerostipes sp. PC18","OTU_117",-0.733333333333333
"Bacteroides humanifaecis","OTU_117",0.733333333333333
"Anaerotruncus colihominis","OTU_117",-0.733333333333333
"Hungatella sp. SB206","OTU_123",0.733333333333333
"Mediterraneibacter glycyrrhizinilyticus","OTU_123",0.733333333333333
"Anaerobutyricum hallii","OTU_123",0.733333333333333
"Duncaniella dubosii","OTU_127",0.733333333333333
"Blautia producta","OTU_127",-0.733333333333333
"Enterococcus faecalis","OTU_127",-0.733333333333333
"Ihubacter sp. rT4E-8","OTU_127",-0.733333333333333
"Marvinbryantia formatexigens","OTU_127",-0.733333333333333
"Intestinimonas butyriciproducens","OTU_127",-0.733333333333333
"Bacteroides humanifaecis","OTU_127",0.733333333333333
"Flavonifractor plautii","OTU_141",-0.733333333333333
"Dysosmobacter welbionis","OTU_141",-0.733333333333333
"Oscillibacter hominis","OTU_141",-0.733333333333333
"Vescimonas fastidiosa","OTU_141",-0.733333333333333
"Enterococcus faecalis","OTU_142",0.733333333333333
"Lactonifactor longoviformis","OTU_142",0.733333333333333
"Sellimonas catena","OTU_142",0.733333333333333
"Clostridium sp. 10cd*","OTU_143",0.733333333333333
"Enterocloster bolteae","OTU_146",0.733333333333333
"Marvinbryantia formatexigens","OTU_146",0.733333333333333
"Roseburia faecis","OTU_148",0.733333333333333
"Anaerobutyricum hallii","OTU_152",0.733333333333333
"Alistipes megaguti","OTU_170",-0.733333333333333
"Alistipes sp. i18-0019-D1","OTU_170",-0.733333333333333
"Sporofaciens musculi","OTU_174",-0.733333333333333
"Clostridium sp. MD294","OTU_175",-0.733333333333333
"Sporofaciens musculi","OTU_175",-0.733333333333333
"Bacteroides xylanisolvens","OTU_186",-0.733333333333333
"Duncaniella dubosii","OTU_200",-0.733333333333333
"Anaerotruncus colihominis","OTU_200",0.733333333333333
"Emergencia sp. JLR.KK010","OTU_220",0.733333333333333
"Claveliimonas bilis","OTU_235",0.733333333333333
"Mediterraneibacter gnavus","OTU_236",0.733333333333333
"Clostridium sp. M62/1","OTU_236",0.733333333333333
"Clostridium sp. MD294","OTU_237",0.733333333333333
"Bacteroides uniformis","OTU_238",0.733333333333333
"Faecalibacterium prausnitzii","OTU_240",0.733333333333333
"Pusillibacter faecalis","OTU_240",0.733333333333333
"Lactobacillus johnsonii","OTU_244",0.733333333333333
"Bacteroides caecimuris","OTU_249",-0.733333333333333
"Enterocloster asparagiformis","OTU_263",0.733333333333333
"Enterococcus faecium","OTU_297",0.733333333333333
"Anaerostipes sp. PC18","OTU_297",0.733333333333333
"Paramuribaculum intestinale","OTU_300",0.733333333333333
"Anaerotruncus colihominis","OTU_300",-0.733333333333333
"Faecalibacterium prausnitzii","OTU_312",0.733333333333333
"Sellimonas intestinalis","OTU_312",0.733333333333333
"Emergencia sp. JLR.KK010","OTU_317",0.733333333333333
"Sodaliphilus pleomorphus","OTU_329",0.733333333333333
"Vescimonas coprocola","OTU_329",-0.733333333333333
"Staphylococcus aureus","OTU_336",-0.733333333333333
"Mucispirillum schaedleri","OTU_354",0.733333333333333
"Alistipes shahii","OTU_354",0.733333333333333
"Staphylococcus aureus","OTU_370",-0.733333333333333
"Enterocloster clostridioformis","OTU_370",0.733333333333333
"Sporofaciens musculi","OTU_370",0.733333333333333
"Vescimonas coprocola","OTU_389",0.733333333333333
"Acutalibacter muris","OTU_399",-0.733333333333333
"Lawsonibacter asaccharolyticus","OTU_399",-0.733333333333333
"Flintibacter sp. KGMB00164","OTU_399",-0.733333333333333
"Anaerotruncus colihominis","OTU_399",-0.733333333333333
"Paramuribaculum intestinale","OTU_412",-0.733333333333333
"Kineothrix sedimenti","OTU_412",0.733333333333333
"Sodaliphilus pleomorphus","OTU_412",-0.733333333333333
"Paramuribaculum intestinale","OTU_428",0.733333333333333
"Microbacterium proteolyticum","OTU_428",0.733333333333333
"Bacteroides humanifaecis","OTU_428",0.733333333333333
"Halomonas sp. N3-2A","OTU_436",-0.733333333333333
"Mus musculus mobilized endogenous polytropic provirus","OTU_436",-0.733333333333333
"Exiguobacterium sp. N4-1P","OTU_436",-0.733333333333333
"Dorea longicatena","OTU_440",0.733333333333333
"Mediterraneibacter gnavus","OTU_445",-0.733333333333333
"Emergencia sp. JLR.KK010","OTU_445",-0.733333333333333
"Kineothrix sedimenti","OTU_445",-0.733333333333333
"Enterococcus faecium","OTU_445",-0.733333333333333
"Vescimonas coprocola","OTU_445",-0.733333333333333
"Eisenbergiella porci","OTU_446",-0.733333333333333
"Ihubacter sp. rT4E-8","OTU_446",-0.733333333333333
"Marvinbryantia formatexigens","OTU_446",-0.733333333333333
"Clostridioides difficile","OTU_446",-0.733333333333333
"Roseburia faecis","OTU_447",-0.733333333333333
"[Clostridium] hylemonae","OTU_447",-0.733333333333333
"Duncaniella dubosii","OTU_459",0.733333333333333
"Mucispirillum schaedleri","OTU_459",-0.733333333333333
"[Ruminococcus] torques","OTU_459",-0.733333333333333
"Anaerotruncus colihominis","OTU_459",-0.733333333333333
"Hungatella hathewayi","OTU_463",0.733333333333333
"[Clostridium] symbiosum","OTU_463",0.733333333333333
"Marvinbryantia formatexigens","OTU_463",0.733333333333333
"[Clostridium] scindens","OTU_464",0.733333333333333
"Enterococcus faecium","OTU_464",0.733333333333333
"Lactonifactor longoviformis","OTU_464",0.733333333333333
"Muribaculum gordoncarteri","OTU_465",-0.733333333333333
"Pseudoflavonifractor gallinarum","OTU_465",0.733333333333333
"Dorea longicatena","OTU_465",0.733333333333333
"[Clostridium] scindens","OTU_466",0.733333333333333
"Clostridioides difficile","OTU_471",-0.733333333333333
"Claveliimonas bilis","OTU_477",-0.733333333333333
"Sodaliphilus pleomorphus","OTU_480",-0.733333333333333
"Blautia pseudococcoides","OTU_490",-0.733333333333333
"Blautia producta","OTU_493",0.733333333333333
"Roseburia hominis","OTU_493",0.733333333333333
"Oscillibacter sp. PEA192","OTU_493",0.733333333333333
"Enterocloster asparagiformis","OTU_499",0.733333333333333
"Staphylococcus aureus","OTU_508",-0.733333333333333
"Intestinimonas butyriciproducens","OTU_509",0.733333333333333
"Sporofaciens musculi","OTU_509",0.733333333333333
"Anaerobutyricum hallii","OTU_509",0.733333333333333
"Blautia wexlerae","OTU_515",-0.733333333333333
"Roseburia hominis","OTU_529",0.733333333333333
"Kineothrix sedimenti","OTU_529",0.733333333333333
"Blautia obeum","OTU_529",0.733333333333333
"Clostridioides difficile","OTU_531",0.733333333333333
"Bacteroides humanifaecis","OTU_531",-0.733333333333333
"Simiaoa sunii","OTU_534",0.733333333333333
"Faecalibacterium prausnitzii","OTU_534",0.733333333333333
"Dorea formicigenerans","OTU_534",0.733333333333333
"Dorea longicatena","OTU_534",0.733333333333333
"Duncaniella dubosii","OTU_545",0.733333333333333
"Bacteroides faecium","OTU_545",0.733333333333333
"Ihubacter sp. rT4E-8","OTU_545",-0.733333333333333
"Bacteroides caccae","OTU_545",0.733333333333333
"Bacteroides thetaiotaomicron","OTU_545",0.733333333333333
"Bacteroides ovatus","OTU_545",0.733333333333333
"Clostridium sp. M62/1","OTU_545",-0.733333333333333
"Roseburia intestinalis","OTU_547",-0.733333333333333
"Oscillibacter sp. PEA192","OTU_547",-0.733333333333333
"[Clostridium] hylemonae","OTU_547",-0.733333333333333
"Blautia producta","OTU_552",0.733333333333333
"[Clostridium] symbiosum","OTU_552",0.733333333333333
"Oscillibacter sp. PEA192","OTU_552",0.733333333333333
"Eisenbergiella porci","OTU_555",-0.733333333333333
"Ihubacter sp. rT4E-8","OTU_555",-0.733333333333333
"Simiaoa sunii","OTU_555",-0.733333333333333
"Dorea formicigenerans","OTU_555",-0.733333333333333
"Bacteroides caecimuris","OTU_561",0.733333333333333
"Enterocloster lavalensis","OTU_561",-0.733333333333333
"Roseburia hominis","OTU_561",-0.733333333333333
"Anaerotruncus colihominis","OTU_561",-0.733333333333333
"Faecalibacterium prausnitzii","OTU_562",-0.733333333333333
"Enterocloster lavalensis","OTU_562",-0.733333333333333
"[Clostridium] hylemonae","OTU_562",-0.733333333333333
"Muribaculum gordoncarteri","OTU_564",0.733333333333333
"Paramuribaculum intestinale","OTU_564",0.733333333333333
"Muribaculum gordoncarteri","OTU_565",0.733333333333333
"Mediterraneibacter gnavus","OTU_565",-0.733333333333333
"Bacteroides faecium","OTU_565",0.733333333333333
"[Clostridium] innocuum","OTU_565",-0.733333333333333
"Kineothrix sedimenti","OTU_565",-0.733333333333333
"Hungatella sp. SB206","OTU_565",-0.733333333333333
"Mediterraneibacter glycyrrhizinilyticus","OTU_565",-0.733333333333333
"Anaerotruncus colihominis","OTU_565",-0.733333333333333
"Bacteroides faecium","OTU_566",0.733333333333333
"Hungatella sp. SB206","OTU_566",-0.733333333333333
"Mediterraneibacter glycyrrhizinilyticus","OTU_566",-0.733333333333333
"Blautia producta","OTU_568",-0.733333333333333
"Eisenbergiella porci","OTU_568",-0.733333333333333
"Alistipes communis","OTU_569",-0.733333333333333
"Pseudoflavonifractor gallinarum","OTU_569",-0.733333333333333
"Enterocloster asparagiformis","OTU_569",-0.733333333333333
"Bacteroides caecimuris","OTU_570",0.733333333333333
